sent-id,topic,phrase,phrase_number,genre,timestamp,user,phrase_tokenized,statement_spans,num_statements,replaced_postag
7599,eins,Oder sie sagen Richtig.,AUG-7599,AUG,It's augmentation time!,dataaugmenter,0:=Oder 1:=sie 2:=sagen 3:=Richtig.,"[[0, 1, 2, 3]]",1,VERB
7600,eins,Eins (1) kann man als Satz schreiben.,AUG-7600,AUG,It's augmentation time!,dataaugmenter,0:=Eins 1:=(1) 2:=kann 3:=man 4:=als 5:=Satz 6:=schreiben.,"[[0, 1, 2, 3, 4, 5, 6]]",1,NOUN
7601,eins,Eins (1) muss man als Zeichen schreiben.,AUG-7601,AUG,It's augmentation time!,dataaugmenter,0:=Eins 1:=(1) 2:=muss 3:=man 4:=als 5:=Zeichen 6:=schreiben.,"[[0, 1, 2, 3, 4, 5, 6]]",1,AUX
7602,eins,Eins (1) kann man als Zeichen benutzen.,AUG-7602,AUG,It's augmentation time!,dataaugmenter,0:=Eins 1:=(1) 2:=kann 3:=man 4:=als 5:=Zeichen 6:=benutzen.,"[[0, 1, 2, 3, 4, 5, 6]]",1,VERB
7603,eins,Man könnte Eins (1) aus-schreiben.,AUG-7603,AUG,It's augmentation time!,dataaugmenter,0:=Man 1:=könnte 2:=Eins 3:=(1) 4:=aus-schreiben.,"[[0, 1, 2, 3, 4]]",1,AUX
7604,eins,Man kann Eins (1) sagen.,AUG-7604,AUG,It's augmentation time!,dataaugmenter,0:=Man 1:=kann 2:=Eins 3:=(1) 4:=sagen.,"[[0, 1, 2, 3, 4]]",1,VERB
7605,eins,Man kann Eins (1) mit einem Lächeln zeigen.,AUG-7605,AUG,It's augmentation time!,dataaugmenter,0:=Man 1:=kann 2:=Eins 3:=(1) 4:=mit 5:=einem 6:=Lächeln 7:=zeigen.,"[[0, 1, 2, 3, 4, 5, 6, 7]]",1,NOUN
7606,eins,Man könnte Eins (1) mit einem Hand-zeichen zeigen.,AUG-7606,AUG,It's augmentation time!,dataaugmenter,0:=Man 1:=könnte 2:=Eins 3:=(1) 4:=mit 5:=einem 6:=Hand-zeichen 7:=zeigen.,"[[0, 1, 2, 3, 4, 5, 6, 7]]",1,AUX
7607,eins,Man kann Eins (1) mit einem Hand-zeichen lassen.,AUG-7607,AUG,It's augmentation time!,dataaugmenter,0:=Man 1:=kann 2:=Eins 3:=(1) 4:=mit 5:=einem 6:=Hand-zeichen 7:=lassen.,"[[0, 1, 2, 3, 4, 5, 6, 7]]",1,VERB
7608,kopfballtischtennis,Der Trick heißt: \newline Headisball \newline Er darf nur mit dem Kopf gespielt werden.,AUG-7608,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Trick 2:=heißt: 3:=\newline 4:=Headisball 5:=\newline 6:=Er 7:=darf 8:=nur 9:=mit 10:=dem 11:=Kopf 12:=gespielt 13:=werden.,[],0,NOUN
7609,kopfballtischtennis,Der Ball heißt: \newline Headisball \newline Er darf nur mit dem Ball gespielt werden.,AUG-7609,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Ball 2:=heißt: 3:=\newline 4:=Headisball 5:=\newline 6:=Er 7:=darf 8:=nur 9:=mit 10:=dem 11:=Ball 12:=gespielt 13:=werden.,[],0,NOUN
7610,kopfballtischtennis,Der Ball ist: \newline Headisball \newline Er darf nur mit dem Kopf gespielt werden.,AUG-7610,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Ball 2:=ist: 3:=\newline 4:=Headisball 5:=\newline 6:=Er 7:=darf 8:=nur 9:=mit 10:=dem 11:=Kopf 12:=gespielt 13:=werden.,[],0,VERB
7611,kopfballtischtennis,Der Ball heißt: \newline Headisball \newline Er kann nur mit dem Kopf gespielt werden.,AUG-7611,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Ball 2:=heißt: 3:=\newline 4:=Headisball 5:=\newline 6:=Er 7:=kann 8:=nur 9:=mit 10:=dem 11:=Kopf 12:=gespielt 13:=werden.,[],0,AUX
7612,kopfballtischtennis,Der Ball heißt: \newline Headisball \newline Er darf nur mit dem Kopf getroffen werden.,AUG-7612,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Ball 2:=heißt: 3:=\newline 4:=Headisball 5:=\newline 6:=Er 7:=darf 8:=nur 9:=mit 10:=dem 11:=Kopf 12:=getroffen 13:=werden.,[],0,VERB
7613,kopfballtischtennis,Der Ball heißt: \newline Headisball \newline Er darf nur mit dem Kopf gespielt sein.,AUG-7613,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Ball 2:=heißt: 3:=\newline 4:=Headisball 5:=\newline 6:=Er 7:=darf 8:=nur 9:=mit 10:=dem 11:=Kopf 12:=gespielt 13:=sein.,[],0,AUX
7614,kopfballtischtennis,Der Ball heißt: \newline Headisball \newline Er darf also mit dem Kopf gespielt werden.,AUG-7614,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Ball 2:=heißt: 3:=\newline 4:=Headisball 5:=\newline 6:=Er 7:=darf 8:=also 9:=mit 10:=dem 11:=Kopf 12:=gespielt 13:=werden.,[],0,ADV
7615,kopfballtischtennis,Die Platte ist eine: \newline Tischtennisplatte \newline  \newline Die Tisch-Platte darf mit dem ganzen Körper berührt werden.,AUG-7615,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Platte 2:=ist 3:=eine: 4:=\newline 5:=Tischtennisplatte 6:=\newline 7:= 8:=\newline 9:=Die 10:=Tisch-Platte 11:=darf 12:=mit 13:=dem 14:=ganzen 15:=Körper 16:=berührt 17:=werden.,[],0,NOUN
7616,kopfballtischtennis,Die Tisch-Platte ist eine: \newline Tischtennisplatte \newline  \newline Die Platte darf mit dem ganzen Körper berührt werden.,AUG-7616,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Tisch-Platte 2:=ist 3:=eine: 4:=\newline 5:=Tischtennisplatte 6:=\newline 7:= 8:=\newline 9:=Die 10:=Platte 11:=darf 12:=mit 13:=dem 14:=ganzen 15:=Körper 16:=berührt 17:=werden.,[],0,NOUN
7617,kopfballtischtennis,Die Tisch-Platte ist eine: \newline Tischtennisplatte \newline  \newline Die Tisch-Platte darf mit dem ganzen Gewicht berührt werden.,AUG-7617,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Tisch-Platte 2:=ist 3:=eine: 4:=\newline 5:=Tischtennisplatte 6:=\newline 7:= 8:=\newline 9:=Die 10:=Tisch-Platte 11:=darf 12:=mit 13:=dem 14:=ganzen 15:=Gewicht 16:=berührt 17:=werden.,[],0,NOUN
7618,kopfballtischtennis,Die Tisch-Platte darf eine: \newline Tischtennisplatte \newline  \newline Die Tisch-Platte darf mit dem ganzen Körper berührt werden.,AUG-7618,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Tisch-Platte 2:=darf 3:=eine: 4:=\newline 5:=Tischtennisplatte 6:=\newline 7:= 8:=\newline 9:=Die 10:=Tisch-Platte 11:=darf 12:=mit 13:=dem 14:=ganzen 15:=Körper 16:=berührt 17:=werden.,[],0,AUX
7619,kopfballtischtennis,Die Tisch-Platte ist eine: \newline Tischtennisplatte \newline  \newline Die Tisch-Platte kann mit dem ganzen Körper berührt werden.,AUG-7619,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Tisch-Platte 2:=ist 3:=eine: 4:=\newline 5:=Tischtennisplatte 6:=\newline 7:= 8:=\newline 9:=Die 10:=Tisch-Platte 11:=kann 12:=mit 13:=dem 14:=ganzen 15:=Körper 16:=berührt 17:=werden.,[],0,AUX
7620,kopfballtischtennis,Die Tisch-Platte ist eine: \newline Tischtennisplatte \newline  \newline Die Tisch-Platte darf mit dem ganzen Körper gespielt werden.,AUG-7620,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Tisch-Platte 2:=ist 3:=eine: 4:=\newline 5:=Tischtennisplatte 6:=\newline 7:= 8:=\newline 9:=Die 10:=Tisch-Platte 11:=darf 12:=mit 13:=dem 14:=ganzen 15:=Körper 16:=gespielt 17:=werden.,[],0,VERB
7621,kopfballtischtennis,Die Tisch-Platte ist eine: \newline Tischtennisplatte \newline  \newline Die Tisch-Platte darf mit dem ganzen Körper berührt sein.,AUG-7621,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Tisch-Platte 2:=ist 3:=eine: 4:=\newline 5:=Tischtennisplatte 6:=\newline 7:= 8:=\newline 9:=Die 10:=Tisch-Platte 11:=darf 12:=mit 13:=dem 14:=ganzen 15:=Körper 16:=berührt 17:=sein.,[],0,AUX
7622,kopfballtischtennis,Nach dem Training muss aber 1 Körper-Teil auf dem Boden sein.,AUG-7622,AUG,It's augmentation time!,dataaugmenter,0:=Nach 1:=dem 2:=Training 3:=muss 4:=aber 5:=1 6:=Körper-Teil 7:=auf 8:=dem 9:=Boden 10:=sein.,"[[0, 2], [3, 4, 5, 6, 7, 9, 10]]",2,NOUN
7623,kopfballtischtennis,Nach dem Kopf-Stoß muss aber 1 Fuß auf dem Boden sein.,AUG-7623,AUG,It's augmentation time!,dataaugmenter,0:=Nach 1:=dem 2:=Kopf-Stoß 3:=muss 4:=aber 5:=1 6:=Fuß 7:=auf 8:=dem 9:=Boden 10:=sein.,"[[0, 2], [3, 4, 5, 6, 7, 9, 10]]",2,NOUN
7624,kopfballtischtennis,Nach dem Kopf-Stoß muss aber 1 Körper-Teil auf dem Platz sein.,AUG-7624,AUG,It's augmentation time!,dataaugmenter,0:=Nach 1:=dem 2:=Kopf-Stoß 3:=muss 4:=aber 5:=1 6:=Körper-Teil 7:=auf 8:=dem 9:=Platz 10:=sein.,"[[0, 2], [3, 4, 5, 6, 7, 9, 10]]",2,NOUN
7625,kopfballtischtennis,Nach dem Kopf-Stoß sollte aber 1 Körper-Teil auf dem Boden sein.,AUG-7625,AUG,It's augmentation time!,dataaugmenter,0:=Nach 1:=dem 2:=Kopf-Stoß 3:=sollte 4:=aber 5:=1 6:=Körper-Teil 7:=auf 8:=dem 9:=Boden 10:=sein.,"[[0, 2], [3, 4, 5, 6, 7, 9, 10]]",2,AUX
7626,kopfballtischtennis,Nach dem Kopf-Stoß muss aber 1 Körper-Teil auf dem Boden liegen.,AUG-7626,AUG,It's augmentation time!,dataaugmenter,0:=Nach 1:=dem 2:=Kopf-Stoß 3:=muss 4:=aber 5:=1 6:=Körper-Teil 7:=auf 8:=dem 9:=Boden 10:=liegen.,"[[0, 2], [3, 4, 5, 6, 7, 9, 10]]",2,AUX
7627,kopfballtischtennis,Nach dem Kopf-Stoß muss mindestens 1 Körper-Teil auf dem Boden sein.,AUG-7627,AUG,It's augmentation time!,dataaugmenter,0:=Nach 1:=dem 2:=Kopf-Stoß 3:=muss 4:=mindestens 5:=1 6:=Körper-Teil 7:=auf 8:=dem 9:=Boden 10:=sein.,"[[0, 2], [3, 4, 5, 6, 7, 9, 10]]",2,ADV
7628,kopfballtischtennis,Das heißt: \newline man darf nicht auf dem Boden liegen bleiben.,AUG-7628,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=heißt: 2:=\newline 3:=man 4:=darf 5:=nicht 6:=auf 7:=dem 8:=Boden 9:=liegen 10:=bleiben.,"[[4, 5, 9, 10], [6, 7, 8]]",2,NOUN
7629,kopfballtischtennis,Das ist: \newline man darf nicht auf dem Tisch liegen bleiben.,AUG-7629,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=ist: 2:=\newline 3:=man 4:=darf 5:=nicht 6:=auf 7:=dem 8:=Tisch 9:=liegen 10:=bleiben.,"[[4, 5, 9, 10], [6, 7, 8]]",2,VERB
7630,kopfballtischtennis,Das heißt: \newline man muss nicht auf dem Tisch liegen bleiben.,AUG-7630,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=heißt: 2:=\newline 3:=man 4:=muss 5:=nicht 6:=auf 7:=dem 8:=Tisch 9:=liegen 10:=bleiben.,"[[4, 5, 9, 10], [6, 7, 8]]",2,AUX
7631,kopfballtischtennis,Das heißt: \newline man darf nicht auf dem Tisch sitzen bleiben.,AUG-7631,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=heißt: 2:=\newline 3:=man 4:=darf 5:=nicht 6:=auf 7:=dem 8:=Tisch 9:=sitzen 10:=bleiben.,"[[4, 5, 9, 10], [6, 7, 8]]",2,VERB
7632,kopfballtischtennis,Das heißt: \newline man darf nicht auf dem Tisch liegen lassen.,AUG-7632,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=heißt: 2:=\newline 3:=man 4:=darf 5:=nicht 6:=auf 7:=dem 8:=Tisch 9:=liegen 10:=lassen.,"[[4, 5, 9, 10], [6, 7, 8]]",2,VERB
7633,kopfballtischtennis,Es werden 2 Runden gespielt.,AUG-7633,AUG,It's augmentation time!,dataaugmenter,0:=Es 1:=werden 2:=2 3:=Runden 4:=gespielt.,"[[0, 1, 2, 3, 4]]",1,NOUN
7634,kopfballtischtennis,Es wurden 2 Spiele gespielt.,AUG-7634,AUG,It's augmentation time!,dataaugmenter,0:=Es 1:=wurden 2:=2 3:=Spiele 4:=gespielt.,"[[0, 1, 2, 3, 4]]",1,AUX
7635,kopfballtischtennis,Es werden 2 Spiele ausgetragen.,AUG-7635,AUG,It's augmentation time!,dataaugmenter,0:=Es 1:=werden 2:=2 3:=Spiele 4:=ausgetragen.,"[[0, 1, 2, 3, 4]]",1,VERB
7636,kopfballtischtennis,"Bei jedem Sieg muss man 11 Punkte machen, \newline damit man gewinnt.",AUG-7636,AUG,It's augmentation time!,dataaugmenter,"0:=Bei 1:=jedem 2:=Sieg 3:=muss 4:=man 5:=11 6:=Punkte 7:=machen, 8:=\newline 9:=damit 10:=man 11:=gewinnt.","[[0, 1, 2, 3, 4, 5, 6, 7], [9, 10, 11]]",2,NOUN
7637,kopfballtischtennis,"Bei jedem Spiel muss man 11 Spiele machen, \newline damit man gewinnt.",AUG-7637,AUG,It's augmentation time!,dataaugmenter,"0:=Bei 1:=jedem 2:=Spiel 3:=muss 4:=man 5:=11 6:=Spiele 7:=machen, 8:=\newline 9:=damit 10:=man 11:=gewinnt.","[[0, 1, 2, 3, 4, 5, 6, 7], [9, 10, 11]]",2,NOUN
7638,kopfballtischtennis,"Bei jedem Spiel kann man 11 Punkte machen, \newline damit man gewinnt.",AUG-7638,AUG,It's augmentation time!,dataaugmenter,"0:=Bei 1:=jedem 2:=Spiel 3:=kann 4:=man 5:=11 6:=Punkte 7:=machen, 8:=\newline 9:=damit 10:=man 11:=gewinnt.","[[0, 1, 2, 3, 4, 5, 6, 7], [9, 10, 11]]",2,AUX
7639,kopfballtischtennis,"Bei jedem Spiel muss man 11 Punkte sammeln, \newline damit man gewinnt.",AUG-7639,AUG,It's augmentation time!,dataaugmenter,"0:=Bei 1:=jedem 2:=Spiel 3:=muss 4:=man 5:=11 6:=Punkte 7:=sammeln, 8:=\newline 9:=damit 10:=man 11:=gewinnt.","[[0, 1, 2, 3, 4, 5, 6, 7], [9, 10, 11]]",2,VERB
7640,kopfballtischtennis,"Bei jedem Spiel muss man 11 Punkte machen, \newline damit man verliert.",AUG-7640,AUG,It's augmentation time!,dataaugmenter,"0:=Bei 1:=jedem 2:=Spiel 3:=muss 4:=man 5:=11 6:=Punkte 7:=machen, 8:=\newline 9:=damit 10:=man 11:=verliert.","[[0, 1, 2, 3, 4, 5, 6, 7], [9, 10, 11]]",2,VERB
7641,kopfballtischtennis,Wer 2 Euro gewinnt ist der Gewinner.,AUG-7641,AUG,It's augmentation time!,dataaugmenter,0:=Wer 1:=2 2:=Euro 3:=gewinnt 4:=ist 5:=der 6:=Gewinner.,"[[0, 1, 2, 3], [4, 6]]",2,NOUN
7642,kopfballtischtennis,Wer 2 Spiele gewinnt ist der Sieger.,AUG-7642,AUG,It's augmentation time!,dataaugmenter,0:=Wer 1:=2 2:=Spiele 3:=gewinnt 4:=ist 5:=der 6:=Sieger.,"[[0, 1, 2, 3], [4, 6]]",2,NOUN
7643,kopfballtischtennis,Wer 2 Spiele macht ist der Gewinner.,AUG-7643,AUG,It's augmentation time!,dataaugmenter,0:=Wer 1:=2 2:=Spiele 3:=macht 4:=ist 5:=der 6:=Gewinner.,"[[0, 1, 2, 3], [4, 6]]",2,VERB
7644,kopfballtischtennis,Wer 2 Spiele gewinnt war der Gewinner.,AUG-7644,AUG,It's augmentation time!,dataaugmenter,0:=Wer 1:=2 2:=Spiele 3:=gewinnt 4:=war 5:=der 6:=Gewinner.,"[[0, 1, 2, 3], [4, 6]]",2,AUX
7645,kopfballtischtennis,Badminton ist eine Sportart.,AUG-7645,AUG,It's augmentation time!,dataaugmenter,0:=Badminton 1:=ist 2:=eine 3:=Sportart.,"[[0, 1, 2, 3]]",1,NOUN
7646,kopfballtischtennis,Kopfballtischtennis ist eine Abkürzung.,AUG-7646,AUG,It's augmentation time!,dataaugmenter,0:=Kopfballtischtennis 1:=ist 2:=eine 3:=Abkürzung.,"[[0, 1, 2, 3]]",1,NOUN
7647,kopfballtischtennis,Kopfballtischtennis bezeichnet eine Sportart.,AUG-7647,AUG,It's augmentation time!,dataaugmenter,0:=Kopfballtischtennis 1:=bezeichnet 2:=eine 3:=Sportart.,"[[0, 1, 2, 3]]",1,AUX
7648,kopfballtischtennis,"Zwei Spieler spielen gegeneinander,  \newline mit einem Ball auf einem Tisch.",AUG-7648,AUG,It's augmentation time!,dataaugmenter,"0:=Zwei 1:=Spieler 2:=spielen 3:=gegeneinander, 4:= 5:=\newline 6:=mit 7:=einem 8:=Ball 9:=auf 10:=einem 11:=Tisch.","[[3], [6, 8], [9, 11]]",3,NOUN
7649,kopfballtischtennis,"Zwei Personen spielen gegeneinander,  \newline mit einem Mann auf einem Tisch.",AUG-7649,AUG,It's augmentation time!,dataaugmenter,"0:=Zwei 1:=Personen 2:=spielen 3:=gegeneinander, 4:= 5:=\newline 6:=mit 7:=einem 8:=Mann 9:=auf 10:=einem 11:=Tisch.","[[3], [6, 8], [9, 11]]",3,NOUN
7650,kopfballtischtennis,"Zwei Personen spielen gegeneinander,  \newline mit einem Ball auf einem Brett.",AUG-7650,AUG,It's augmentation time!,dataaugmenter,"0:=Zwei 1:=Personen 2:=spielen 3:=gegeneinander, 4:= 5:=\newline 6:=mit 7:=einem 8:=Ball 9:=auf 10:=einem 11:=Brett.","[[3], [6, 8], [9, 11]]",3,NOUN
7651,kopfballtischtennis,"Zwei Personen spielten gegeneinander,  \newline mit einem Ball auf einem Tisch.",AUG-7651,AUG,It's augmentation time!,dataaugmenter,"0:=Zwei 1:=Personen 2:=spielten 3:=gegeneinander, 4:= 5:=\newline 6:=mit 7:=einem 8:=Ball 9:=auf 10:=einem 11:=Tisch.","[[3], [6, 8], [9, 11]]",3,VERB
7652,kopfballtischtennis,Der Spieler muss auf die andere Tisch-Seite gestoßen werden.,AUG-7652,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Spieler 2:=muss 3:=auf 4:=die 5:=andere 6:=Tisch-Seite 7:=gestoßen 8:=werden.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1,NOUN
7653,kopfballtischtennis,Der Ball muss auf die andere Seite gestoßen werden.,AUG-7653,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Ball 2:=muss 3:=auf 4:=die 5:=andere 6:=Seite 7:=gestoßen 8:=werden.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1,NOUN
7654,kopfballtischtennis,Der Ball musste auf die andere Tisch-Seite gestoßen werden.,AUG-7654,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Ball 2:=musste 3:=auf 4:=die 5:=andere 6:=Tisch-Seite 7:=gestoßen 8:=werden.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1,AUX
7655,kopfballtischtennis,Der Ball muss auf die andere Tisch-Seite gespielt werden.,AUG-7655,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Ball 2:=muss 3:=auf 4:=die 5:=andere 6:=Tisch-Seite 7:=gespielt 8:=werden.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1,VERB
7656,kopfballtischtennis,Der Ball muss auf die andere Tisch-Seite gestoßen sein.,AUG-7656,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Ball 2:=muss 3:=auf 4:=die 5:=andere 6:=Tisch-Seite 7:=gestoßen 8:=sein.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1,AUX
7657,kopfballtischtennis,Der Ball muss auf die freie Tisch-Seite gestoßen werden.,AUG-7657,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Ball 2:=muss 3:=auf 4:=die 5:=freie 6:=Tisch-Seite 7:=gestoßen 8:=werden.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1,ADJ
7658,kopfballtischtennis,Der Kopf darf nur mit dem Kopf berührt werden.,AUG-7658,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Kopf 2:=darf 3:=nur 4:=mit 5:=dem 6:=Kopf 7:=berührt 8:=werden.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1,NOUN
7659,kopfballtischtennis,Der Ball darf nur mit dem Fuß berührt werden.,AUG-7659,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Ball 2:=darf 3:=nur 4:=mit 5:=dem 6:=Fuß 7:=berührt 8:=werden.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1,NOUN
7660,kopfballtischtennis,Der Ball kann nur mit dem Kopf berührt werden.,AUG-7660,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Ball 2:=kann 3:=nur 4:=mit 5:=dem 6:=Kopf 7:=berührt 8:=werden.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1,AUX
7661,kopfballtischtennis,Der Ball darf nur mit dem Kopf gespielt werden.,AUG-7661,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Ball 2:=darf 3:=nur 4:=mit 5:=dem 6:=Kopf 7:=gespielt 8:=werden.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1,VERB
7662,kopfballtischtennis,Der Ball darf nur mit dem Kopf berührt sein.,AUG-7662,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Ball 2:=darf 3:=nur 4:=mit 5:=dem 6:=Kopf 7:=berührt 8:=sein.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1,AUX
7663,kopfballtischtennis,Der Ball darf dabei mit dem Kopf berührt werden.,AUG-7663,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Ball 2:=darf 3:=dabei 4:=mit 5:=dem 6:=Kopf 7:=berührt 8:=werden.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1,ADV
7664,kopfgeld,Kopf-geld ist eine Sache.,AUG-7664,AUG,It's augmentation time!,dataaugmenter,0:=Kopf-geld 1:=ist 2:=eine 3:=Sache.,"[[0, 1, 2, 3]]",1,NOUN
7665,kopfgeld,Kopf-geld war eine Belohnung.,AUG-7665,AUG,It's augmentation time!,dataaugmenter,0:=Kopf-geld 1:=war 2:=eine 3:=Belohnung.,"[[0, 1, 2, 3]]",1,AUX
7666,kopfgeld,Dafür das man jemand braucht.,AUG-7666,AUG,It's augmentation time!,dataaugmenter,0:=Dafür 1:=das 2:=man 3:=jemand 4:=braucht.,"[[0, 1, 2, 3, 4]]",1,VERB
7667,kopfgeld,Wie das man jemand tötet.,AUG-7667,AUG,It's augmentation time!,dataaugmenter,0:=Wie 1:=das 2:=man 3:=jemand 4:=tötet.,"[[0, 1, 2, 3, 4]]",1,ADV
7668,kopfgeld,Oder jemand sagt.,AUG-7668,AUG,It's augmentation time!,dataaugmenter,0:=Oder 1:=jemand 2:=sagt.,[],0,VERB
7669,kopfgeld,Ausnahmen gibt es für Verbrecher.,AUG-7669,AUG,It's augmentation time!,dataaugmenter,0:=Ausnahmen 1:=gibt 2:=es 3:=für 4:=Verbrecher.,"[[0, 1, 2, 3, 4]]",1,NOUN
7670,kopfgeld,Kopf-geld gibt es für Frauen.,AUG-7670,AUG,It's augmentation time!,dataaugmenter,0:=Kopf-geld 1:=gibt 2:=es 3:=für 4:=Frauen.,"[[0, 1, 2, 3, 4]]",1,NOUN
7671,kopfgeld,Kopf-geld heißt es für Verbrecher.,AUG-7671,AUG,It's augmentation time!,dataaugmenter,0:=Kopf-geld 1:=heißt 2:=es 3:=für 4:=Verbrecher.,"[[0, 1, 2, 3, 4]]",1,VERB
7672,kopfgeld,Oder für eine vermisste Frau.,AUG-7672,AUG,It's augmentation time!,dataaugmenter,0:=Oder 1:=für 2:=eine 3:=vermisste 4:=Frau.,[],0,NOUN
7673,kopfgeld,"Jemand der für Geld Hilfe sucht, \newline ist ein Kopf-geld-jäger.",AUG-7673,AUG,It's augmentation time!,dataaugmenter,"0:=Jemand 1:=der 2:=für 3:=Geld 4:=Hilfe 5:=sucht, 6:=\newline 7:=ist 8:=ein 9:=Kopf-geld-jäger.","[[1, 2, 3, 4, 5], [7, 9]]",2,NOUN
7674,kopfgeld,"Jemand der für Geld Personen sucht, \newline ist ein Mensch.",AUG-7674,AUG,It's augmentation time!,dataaugmenter,"0:=Jemand 1:=der 2:=für 3:=Geld 4:=Personen 5:=sucht, 6:=\newline 7:=ist 8:=ein 9:=Mensch.","[[1, 2, 3, 4, 5], [7, 9]]",2,NOUN
7675,kopfgeld,"Jemand der für Geld Personen bezahlt, \newline ist ein Kopf-geld-jäger.",AUG-7675,AUG,It's augmentation time!,dataaugmenter,"0:=Jemand 1:=der 2:=für 3:=Geld 4:=Personen 5:=bezahlt, 6:=\newline 7:=ist 8:=ein 9:=Kopf-geld-jäger.","[[1, 2, 3, 4, 5], [7, 9]]",2,VERB
7676,kopfgeld,Geld ist Geld.,AUG-7676,AUG,It's augmentation time!,dataaugmenter,0:=Geld 1:=ist 2:=Geld.,"[[0, 1, 2]]",1,NOUN
7677,kopfgeld,"Man bekommt es, wenn man eine Lösung findet.",AUG-7677,AUG,It's augmentation time!,dataaugmenter,"0:=Man 1:=bekommt 2:=es, 3:=wenn 4:=man 5:=eine 6:=Lösung 7:=findet.","[[0, 1, 2], [3, 4, 6, 7]]",2,NOUN
7678,kopfgeld,"Man merkt es, wenn man eine Person findet.",AUG-7678,AUG,It's augmentation time!,dataaugmenter,"0:=Man 1:=merkt 2:=es, 3:=wenn 4:=man 5:=eine 6:=Person 7:=findet.","[[0, 1, 2], [3, 4, 6, 7]]",2,VERB
7679,kopfgeld,"Man bekommt es, wenn man eine Person ist.",AUG-7679,AUG,It's augmentation time!,dataaugmenter,"0:=Man 1:=bekommt 2:=es, 3:=wenn 4:=man 5:=eine 6:=Person 7:=ist.","[[0, 1, 2], [3, 4, 6, 7]]",2,VERB
7680,kopfgeld,Eine Welt die von vielen ge-sucht wird.,AUG-7680,AUG,It's augmentation time!,dataaugmenter,0:=Eine 1:=Welt 2:=die 3:=von 4:=vielen 5:=ge-sucht 6:=wird.,"[[0, 1, 2, 3, 4, 5, 6]]",1,NOUN
7681,kopfgeld,Eine Person die von vielen geschätzt wird.,AUG-7681,AUG,It's augmentation time!,dataaugmenter,0:=Eine 1:=Person 2:=die 3:=von 4:=vielen 5:=geschätzt 6:=wird.,"[[0, 1, 2, 3, 4, 5, 6]]",1,VERB
7682,kopfgeld,Eine Person die von vielen ge-sucht ist.,AUG-7682,AUG,It's augmentation time!,dataaugmenter,0:=Eine 1:=Person 2:=die 3:=von 4:=vielen 5:=ge-sucht 6:=ist.,"[[0, 1, 2, 3, 4, 5, 6]]",1,AUX
7683,kopfgeld,Zum Beweis eine Person die ein Verbrechen gemacht hat.,AUG-7683,AUG,It's augmentation time!,dataaugmenter,0:=Zum 1:=Beweis 2:=eine 3:=Person 4:=die 5:=ein 6:=Verbrechen 7:=gemacht 8:=hat.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1,NOUN
