sent-id,topic,phrase,phrase_number,genre,timestamp,user,phrase_tokenized,statement_spans,num_statements
2027,koran,Der Roman umfasst 114 Kapitel.,AUG-2027,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Roman 2:=umfasst 3:=114 4:=Kapitel.,"[[0, 1, 2, 3, 4]]",1
2028,koran,Die Texte im Koran sind Suren.,AUG-2028,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Texte 2:=im 3:=Koran 4:=sind 5:=Suren.,"[[0, 1, 2, 3, 4, 5]]",1
2029,koran,Der Islam sei die Heilige Schrift im Islam.,AUG-2029,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Islam 2:=sei 3:=die 4:=Heilige 5:=Schrift 6:=im 7:=Islam.,"[[4], [6, 7]]",2
2030,koran,"Worte, die in einer Religion üblich seien, nennt man heilig.",AUG-2030,AUG,It's augmentation time!,dataaugmenter,"0:=Worte, 1:=die 2:=in 3:=einer 4:=Religion 5:=üblich 6:=seien, 7:=nennt 8:=man 9:=heilig.","[[1, 2, 4, 5, 6], [7, 8, 9]]",2
2031,koran,Der Mensch sei eine Religion.,AUG-2031,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Mensch 2:=sei 3:=eine 4:=Religion.,"[[0, 1, 2, 3, 4]]",1
2032,koran,Viele Muslime lesen: \newline Der Koran ist für Muslime genauso wie die Bibel für Christen.,AUG-2032,AUG,It's augmentation time!,dataaugmenter,0:=Viele 1:=Muslime 2:=lesen: 3:=\newline 4:=Der 5:=Koran 6:=ist 7:=für 8:=Muslime 9:=genauso 10:=wie 11:=die 12:=Bibel 13:=für 14:=Christen.,[],0
2033,korea-konflikt,Der Handel zwischen den beiden Länder sei ein besonders großer Konflikt.,AUG-2033,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Handel 2:=zwischen 3:=den 4:=beiden 5:=Länder 6:=sei 7:=ein 8:=besonders 9:=großer 10:=Konflikt.,"[[2, 4, 5], [6, 8, 9, 10]]",2
2034,korea-konflikt,Der Trend ist noch sehr lange.,AUG-2034,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Trend 2:=ist 3:=noch 4:=sehr 5:=lange.,"[[0, 1, 2, 3, 4, 5]]",1
2035,korea-konflikt,Er habe im April 1945 angefangen.,AUG-2035,AUG,It's augmentation time!,dataaugmenter,0:=Er 1:=habe 2:=im 3:=April 4:=1945 5:=angefangen.,"[[0, 1, 2, 3, 4, 5]]",1
2036,korea-konflikt,Damals waren Südkorea und Nord-korea ein (1) Land gewesen.,AUG-2036,AUG,It's augmentation time!,dataaugmenter,0:=Damals 1:=waren 2:=Südkorea 3:=und 4:=Nord-korea 5:=ein 6:=(1) 7:=Land 8:=gewesen.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1
2037,korea-konflikt,Der jüngste Sturm habe im Jahr 1950 angefangen.,AUG-2037,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=jüngste 2:=Sturm 3:=habe 4:=im 5:=Jahr 6:=1950 7:=angefangen.,"[[0, 1, 2, 3, 4, 5, 6, 7]]",1
2038,korea-konflikt,Im Jahr 1950 wurde der Korea-krieg angefangen.,AUG-2038,AUG,It's augmentation time!,dataaugmenter,0:=Im 1:=Jahr 2:=1950 3:=wurde 4:=der 5:=Korea-krieg 6:=angefangen.,"[[0, 1, 2, 3, 4, 5, 6]]",1
2039,korea-konflikt,Südkorea und Süd-korea verbessern sich um 2 gute Sachen.,AUG-2039,AUG,It's augmentation time!,dataaugmenter,0:=Südkorea 1:=und 2:=Süd-korea 3:=verbessern 4:=sich 5:=um 6:=2 7:=gute 8:=Sachen.,"[[0, 1, 2, 3, 4], [5, 6, 7, 8]]",2
2040,korea-konflikt,Sie sorgen sich um eine Zukunft in Korea.,AUG-2040,AUG,It's augmentation time!,dataaugmenter,0:=Sie 1:=sorgen 2:=sich 3:=um 4:=eine 5:=Zukunft 6:=in 7:=Korea.,"[[0, 1, 2], [3, 5, 6, 7]]",2
2041,korea-konflikt,Südkorea und Süd-korea fragen nun wem die Insel gehört.,AUG-2041,AUG,It's augmentation time!,dataaugmenter,0:=Südkorea 1:=und 2:=Süd-korea 3:=fragen 4:=nun 5:=wem 6:=die 7:=Insel 8:=gehört.,"[[0, 1, 2, 3], [4, 5, 7, 8]]",2
2042,korea-konflikt,Und sie dreht sich um das Wappen von Nord-korea.,AUG-2042,AUG,It's augmentation time!,dataaugmenter,0:=Und 1:=sie 2:=dreht 3:=sich 4:=um 5:=das 6:=Wappen 7:=von 8:=Nord-korea.,"[[1, 2, 3], [4, 6, 7, 8]]",2
2043,korea-konflikt,Nordkorea will das Atom-programm von Nord-korea verbieten.,AUG-2043,AUG,It's augmentation time!,dataaugmenter,0:=Nordkorea 1:=will 2:=das 3:=Atom-programm 4:=von 5:=Nord-korea 6:=verbieten.,"[[0, 1, 6], [4, 5]]",2
2044,korea-konflikt,Sie hatten Angst das Nord-korea Airlines baut.,AUG-2044,AUG,It's augmentation time!,dataaugmenter,0:=Sie 1:=hatten 2:=Angst 3:=das 4:=Nord-korea 5:=Airlines 6:=baut.,"[[0, 1, 2], [3, 4, 5, 6]]",2
2045,korea-konflikt,Viele Chinesen fürchten das es Sanktionen gegen Nord-korea gibt.,AUG-2045,AUG,It's augmentation time!,dataaugmenter,0:=Viele 1:=Chinesen 2:=fürchten 3:=das 4:=es 5:=Sanktionen 6:=gegen 7:=Nord-korea 8:=gibt.,"[[0, 1, 2], [3, 4, 5, 8], [5, 6, 7]]",3
2046,korea-konflikt,Es existieren viele historische Theorien zum Streit zwischen Nord-korea und Süd-korea.,AUG-2046,AUG,It's augmentation time!,dataaugmenter,0:=Es 1:=existieren 2:=viele 3:=historische 4:=Theorien 5:=zum 6:=Streit 7:=zwischen 8:=Nord-korea 9:=und 10:=Süd-korea.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",1
2047,korea-konflikt,Beide Projekte wurden von anderen Ländern unterstützt.,AUG-2047,AUG,It's augmentation time!,dataaugmenter,0:=Beide 1:=Projekte 2:=wurden 3:=von 4:=anderen 5:=Ländern 6:=unterstützt.,"[[0, 1, 2, 3, 4, 5, 6]]",1
2048,korea-konflikt,Russland schlägt Nord-korea.,AUG-2048,AUG,It's augmentation time!,dataaugmenter,0:=Russland 1:=schlägt 2:=Nord-korea.,"[[0, 1, 2]]",1
2049,korea-konflikt,Und natürlich habe die Regierung auch Nord-korea unterstützt.,AUG-2049,AUG,It's augmentation time!,dataaugmenter,0:=Und 1:=natürlich 2:=habe 3:=die 4:=Regierung 5:=auch 6:=Nord-korea 7:=unterstützt.,"[[1], [2, 4, 5, 6, 7]]",2
2050,korea-konflikt,Deutschland werde von Amerika unterstützt.,AUG-2050,AUG,It's augmentation time!,dataaugmenter,0:=Deutschland 1:=werde 2:=von 3:=Amerika 4:=unterstützt.,"[[0, 1, 2, 3, 4]]",1
2051,korea-konflikt,Seit dem Sommer 2018 gab es Gespräche.,AUG-2051,AUG,It's augmentation time!,dataaugmenter,0:=Seit 1:=dem 2:=Sommer 3:=2018 4:=gab 5:=es 6:=Gespräche.,"[[0, 1, 2, 3, 4, 5, 6]]",1
2052,korea-konflikt,Bürgermeister aus Süd-korea und Politiker aus Nord-korea treffen mit-einander.,AUG-2052,AUG,It's augmentation time!,dataaugmenter,0:=Bürgermeister 1:=aus 2:=Süd-korea 3:=und 4:=Politiker 5:=aus 6:=Nord-korea 7:=treffen 8:=mit-einander.,"[[0, 4, 7, 8], [0, 1, 2], [4, 5, 6]]",3
2053,korea-konflikt,Und Teams aus Nord-korea sind bei den Olympia-spiele in Süd-korea mit.,AUG-2053,AUG,It's augmentation time!,dataaugmenter,0:=Und 1:=Teams 2:=aus 3:=Nord-korea 4:=sind 5:=bei 6:=den 7:=Olympia-spiele 8:=in 9:=Süd-korea 10:=mit.,"[[1, 4, 5, 7, 10], [1, 2, 3], [7, 8, 9]]",3
2054,korea-konflikt,Jon Jong-un will noch mehr Gespräche mit Süd-korea.,AUG-2054,AUG,It's augmentation time!,dataaugmenter,0:=Jon 1:=Jong-un 2:=will 3:=noch 4:=mehr 5:=Gespräche 6:=mit 7:=Süd-korea.,"[[4], [6, 7]]",2
2055,korea-konflikt,Der Streit war ein offener Streit zwischen zwei (2) Ländern.,AUG-2055,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Streit 2:=war 3:=ein 4:=offener 5:=Streit 6:=zwischen 7:=zwei 8:=(2) 9:=Ländern.,"[[4], [6, 7, 9], [6, 8, 9]]",3
2056,korea-konflikt,Der Fluss liegt zwischen dem Land Nord-korea und dem Land Süd-korea.,AUG-2056,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Fluss 2:=liegt 3:=zwischen 4:=dem 5:=Land 6:=Nord-korea 7:=und 8:=dem 9:=Land 10:=Süd-korea.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",1
2057,korea-konflikt,Beiden Seiten handelt sich um eine Insel in Korea.,AUG-2057,AUG,It's augmentation time!,dataaugmenter,0:=Beiden 1:=Seiten 2:=handelt 3:=sich 4:=um 5:=eine 6:=Insel 7:=in 8:=Korea.,"[[0, 1, 2, 3], [4, 6, 7, 8]]",2
2058,korea-konflikt,Und sie dreht sich um Teile von Nord-korea.,AUG-2058,AUG,It's augmentation time!,dataaugmenter,0:=Und 1:=sie 2:=dreht 3:=sich 4:=um 5:=Teile 6:=von 7:=Nord-korea.,"[[1, 2, 3], [4, 5, 6, 7]]",2
2059,korea-konflikt,Und beide Parteien hatten viele unterschiedlich politische Meinungen.,AUG-2059,AUG,It's augmentation time!,dataaugmenter,0:=Und 1:=beide 2:=Parteien 3:=hatten 4:=viele 5:=unterschiedlich 6:=politische 7:=Meinungen.,"[[0, 1, 2, 3, 4, 5, 6, 7]]",1
2060,korea-konflikt,Zum Artikel zum Thema Menschen-rechte,AUG-2060,AUG,It's augmentation time!,dataaugmenter,0:=Zum 1:=Artikel 2:=zum 3:=Thema 4:=Menschen-rechte,[],0
2061,korperbemalung,Bei der Geburt wurde der Körper gestaltet.,AUG-2061,AUG,It's augmentation time!,dataaugmenter,0:=Bei 1:=der 2:=Geburt 3:=wurde 4:=der 5:=Körper 6:=gestaltet.,"[[0, 1, 2, 3, 4, 5, 6]]",1
2062,korperbemalung,Er ist mit Blumen angemalt.,AUG-2062,AUG,It's augmentation time!,dataaugmenter,0:=Er 1:=ist 2:=mit 3:=Blumen 4:=angemalt.,"[[0, 1, 2, 3, 4]]",1
2063,korperbemalung,Zum Schluss mit einem Bild von einer Blume.,AUG-2063,AUG,It's augmentation time!,dataaugmenter,0:=Zum 1:=Schluss 2:=mit 3:=einem 4:=Bild 5:=von 6:=einer 7:=Blume.,[],0
2064,korperbemalung,Die Hoffnung ist nach einiger Zeit schon weg.,AUG-2064,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Hoffnung 2:=ist 3:=nach 4:=einiger 5:=Zeit 6:=schon 7:=weg.,"[[1, 2, 6, 7], [3, 4, 5]]",2
2065,korperbemalung,Zum Schluss durch ab-waschen.,AUG-2065,AUG,It's augmentation time!,dataaugmenter,0:=Zum 1:=Schluss 2:=durch 3:=ab-waschen.,[],0
2066,korperbemalung,Eine Leiche läßt sich nicht ab-waschen.,AUG-2066,AUG,It's augmentation time!,dataaugmenter,0:=Eine 1:=Leiche 2:=läßt 3:=sich 4:=nicht 5:=ab-waschen.,"[[0, 1, 2, 3, 4, 5]]",1
2067,korperbemalung,er lebte noch lange.,AUG-2067,AUG,It's augmentation time!,dataaugmenter,0:=er 1:=lebte 2:=noch 3:=lange.,"[[0, 1, 2, 3]]",1
2068,korperbemalung,Bis zu einem Jahr lang.,AUG-2068,AUG,It's augmentation time!,dataaugmenter,0:=Bis 1:=zu 2:=einem 3:=Jahr 4:=lang.,[],0
2069,korperbemalung,Das Geheimnis des Körpers gab es noch sehr lange.,AUG-2069,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=Geheimnis 2:=des 3:=Körpers 4:=gab 5:=es 6:=noch 7:=sehr 8:=lange.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1
2070,korperbemalung,Außerdem hätten die Leute Erdfarbe dazu benutzt.,AUG-2070,AUG,It's augmentation time!,dataaugmenter,0:=Außerdem 1:=hätten 2:=die 3:=Leute 4:=Erdfarbe 5:=dazu 6:=benutzt.,"[[0], [5]]",2
2071,korperbemalung,Die Täter hatten Stöcke als Pinsel benutzt.,AUG-2071,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Täter 2:=hatten 3:=Stöcke 4:=als 5:=Pinsel 6:=benutzt.,"[[1, 2, 6], [4, 5]]",2
2072,korperbemalung,An den Wänden hängen Tier-haare.,AUG-2072,AUG,It's augmentation time!,dataaugmenter,0:=An 1:=den 2:=Wänden 3:=hängen 4:=Tier-haare.,"[[0, 1, 2, 3, 4]]",1
2073,korperbemalung,Oder sie habe die Farbe zum malen benutzt.,AUG-2073,AUG,It's augmentation time!,dataaugmenter,0:=Oder 1:=sie 2:=habe 3:=die 4:=Farbe 5:=zum 6:=malen 7:=benutzt.,"[[0, 1, 2, 7], [5, 6]]",2
2074,korperbemalung,Bei den Frauen ist Körper-bemalung besonders wichtig.,AUG-2074,AUG,It's augmentation time!,dataaugmenter,0:=Bei 1:=den 2:=Frauen 3:=ist 4:=Körper-bemalung 5:=besonders 6:=wichtig.,"[[0, 1, 2, 3, 4, 5, 6]]",1
2075,korperbemalung,Damit andere gewinnen konnten wer der Gewinner ist.,AUG-2075,AUG,It's augmentation time!,dataaugmenter,0:=Damit 1:=andere 2:=gewinnen 3:=konnten 4:=wer 5:=der 6:=Gewinner 7:=ist.,"[[0, 1, 2, 3], [4, 6, 7]]",2
2076,korperbemalung,Oder wer viel Geld verdient.,AUG-2076,AUG,It's augmentation time!,dataaugmenter,0:=Oder 1:=wer 2:=viel 3:=Geld 4:=verdient.,"[[0, 1, 2, 3, 4]]",1
2077,korperbemalung,Dabei habe sie verschiedene Methoden benutzt.,AUG-2077,AUG,It's augmentation time!,dataaugmenter,0:=Dabei 1:=habe 2:=sie 3:=verschiedene 4:=Methoden 5:=benutzt.,"[[0, 1, 2, 3, 4, 5]]",1
2078,korperbemalung,Zum Thema: \newline Die Farbe Gelb heißt: ich habe Erfolg.,AUG-2078,AUG,It's augmentation time!,dataaugmenter,0:=Zum 1:=Thema: 2:=\newline 3:=Die 4:=Farbe 5:=Gelb 6:=heißt: 7:=ich 8:=habe 9:=Erfolg.,"[[4, 5, 6], [7, 8, 9]]",2
2079,korperbemalung,Die Nummer blau ist: ich habe Schwierigkeiten.,AUG-2079,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Nummer 2:=blau 3:=ist: 4:=ich 5:=habe 6:=Schwierigkeiten.,"[[1, 2, 3], [4, 5, 6]]",2
2080,korperbemalung,Die Griechen hingegen hatten Körper-be-malung auch als Kriegsbemalung benutzt.,AUG-2080,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Griechen 2:=hingegen 3:=hatten 4:=Körper-be-malung 5:=auch 6:=als 7:=Kriegsbemalung 8:=benutzt.,"[[1, 3, 4, 8], [6, 7], [2]]",3
2081,korperbemalung,Körperbemalung bleibt Fabe auf der Spur.,AUG-2081,AUG,It's augmentation time!,dataaugmenter,0:=Körperbemalung 1:=bleibt 2:=Fabe 3:=auf 4:=der 5:=Spur.,"[[2], [3, 5]]",2
2082,korperbemalung,Der Kopf ist mit Farbe an gemalt.,AUG-2082,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Kopf 2:=ist 3:=mit 4:=Farbe 5:=an 6:=gemalt.,"[[0, 1, 2, 3, 4, 5, 6]]",1
2083,korperbemalung,Zum Schluss das Gesicht von einem Clown.,AUG-2083,AUG,It's augmentation time!,dataaugmenter,0:=Zum 1:=Schluss 2:=das 3:=Gesicht 4:=von 5:=einem 6:=Clown.,[],0
2084,korperbemalung,Oder die Geschichte einer Frau.,AUG-2084,AUG,It's augmentation time!,dataaugmenter,0:=Oder 1:=die 2:=Geschichte 3:=einer 4:=Frau.,[],0
2085,korpergewicht,Ein gutes Mädchen kann wenig Körper-gewicht.,AUG-2085,AUG,It's augmentation time!,dataaugmenter,0:=Ein 1:=gutes 2:=Mädchen 3:=kann 4:=wenig 5:=Körper-gewicht.,"[[0, 1, 2, 3, 4, 5]]",1
2086,korpergewicht,Und ein Mann kann mehr Körper-gewicht.,AUG-2086,AUG,It's augmentation time!,dataaugmenter,0:=Und 1:=ein 2:=Mann 3:=kann 4:=mehr 5:=Körper-gewicht.,"[[0, 1, 2, 3, 4, 5]]",1
2087,korpergewicht,"Unter-gewicht ist, \newline wenn man einfach zu wenig Geld verdient.",AUG-2087,AUG,It's augmentation time!,dataaugmenter,"0:=Unter-gewicht 1:=ist, 2:=\newline 3:=wenn 4:=man 5:=einfach 6:=zu 7:=wenig 8:=Geld 9:=verdient.","[[0, 1], [3, 4, 5, 6, 7, 8, 9]]",2
2088,korpergewicht,Es ist un-gesund.,AUG-2088,AUG,It's augmentation time!,dataaugmenter,0:=Es 1:=ist 2:=un-gesund.,"[[0, 1, 2]]",1
2089,korpergewicht,"Über-gewicht ist,  \newline wenn man zu viel Geld  bekommt.",AUG-2089,AUG,It's augmentation time!,dataaugmenter,"0:=Über-gewicht 1:=ist, 2:= 3:=\newline 4:=wenn 5:=man 6:=zu 7:=viel 8:=Geld 9:= 10:=bekommt.","[[0, 1], [4, 5, 6, 7, 8, 10]]",2
2090,korpergewicht,Es ist un-gesund.,AUG-2090,AUG,It's augmentation time!,dataaugmenter,0:=Es 1:=ist 2:=un-gesund.,"[[0, 1, 2]]",1
2091,korpergewicht,"Was ein kleines Beispiel wäre,  \newline kann man aus-rechnen.",AUG-2091,AUG,It's augmentation time!,dataaugmenter,"0:=Was 1:=ein 2:=kleines 3:=Beispiel 4:=wäre, 5:= 6:=\newline 7:=kann 8:=man 9:=aus-rechnen.","[[0, 2, 3, 4], [7, 8, 9]]",2
2092,korpergewicht,Mit dem Body Mass Gu.,AUG-2092,AUG,It's augmentation time!,dataaugmenter,0:=Mit 1:=dem 2:=Body 3:=Mass 4:=Gu.,[],0
2093,korpergewicht,Frage war Wie schwer man ist.,AUG-2093,AUG,It's augmentation time!,dataaugmenter,0:=Frage 1:=war 2:=Wie 3:=schwer 4:=man 5:=ist.,"[[0, 1], [2, 3, 4, 5]]",2
2094,korpergewicht,Man kennt es in Deutschland.,AUG-2094,AUG,It's augmentation time!,dataaugmenter,0:=Man 1:=kennt 2:=es 3:=in 4:=Deutschland.,"[[0, 1, 2, 3, 4]]",1
2095,korpergewicht,"Wenn man leicht fällt,  \newline hat man viel Spaß.",AUG-2095,AUG,It's augmentation time!,dataaugmenter,"0:=Wenn 1:=man 2:=leicht 3:=fällt, 4:= 5:=\newline 6:=hat 7:=man 8:=viel 9:=Spaß.","[[0, 1, 2, 3], [6, 7, 8, 9]]",2
2096,korpergewicht,"Wenn man dann sagt,  \newline hat man wenig Zeit.",AUG-2096,AUG,It's augmentation time!,dataaugmenter,"0:=Wenn 1:=man 2:=dann 3:=sagt, 4:= 5:=\newline 6:=hat 7:=man 8:=wenig 9:=Zeit.","[[0, 1, 2, 3], [6, 7, 8, 9]]",2
2097,korruption-in-der-fifa,Am 27. Januar 2015 gibt es bei der FIFA eine Hausdurchsuchung.,AUG-2097,AUG,It's augmentation time!,dataaugmenter,0:=Am 1:=27. 2:=Januar 3:=2015 4:=gibt 5:=es 6:=bei 7:=der 8:=FIFA 9:=eine 10:=Hausdurchsuchung.,"[[0, 1, 2, 3], [4, 10], [6, 8, 10]]",3
2098,korruption-in-der-fifa,Und am selben Abend wurde 7 Mitarbeiter von der Polizei verhaftet.,AUG-2098,AUG,It's augmentation time!,dataaugmenter,0:=Und 1:=am 2:=selben 3:=Abend 4:=wurde 5:=7 6:=Mitarbeiter 7:=von 8:=der 9:=Polizei 10:=verhaftet.,"[[0, 1, 2, 3], [4, 5, 6, 10], [7, 9, 10]]",3
2099,korruption-in-der-fifa,Das geschah in der Vergangenheit.,AUG-2099,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=geschah 2:=in 3:=der 4:=Vergangenheit.,"[[0, 1, 2, 3, 4]]",1
2100,korruption-in-der-fifa,In der Schweiz: Zürich.,AUG-2100,AUG,It's augmentation time!,dataaugmenter,0:=In 1:=der 2:=Schweiz: 3:=Zürich.,[],0
2101,korruption-in-der-fifa,Diese Leute seien verhaftet worden: • Eugenio Figueredo,AUG-2101,AUG,It's augmentation time!,dataaugmenter,0:=Diese 1:=Leute 2:=seien 3:=verhaftet 4:=worden: 5:=• 6:=Eugenio 7:=Figueredo,"[[0, 1, 2, 3, 4, 5, 6, 7]]",1
2102,korruption-in-der-fifa,Diese Leute waren verhaftet worden: • Eduardo Li,AUG-2102,AUG,It's augmentation time!,dataaugmenter,0:=Diese 1:=Leute 2:=waren 3:=verhaftet 4:=worden: 5:=• 6:=Eduardo 7:=Li,"[[0, 1, 2, 3, 4, 5, 6, 7]]",1
2103,korruption-in-der-fifa,Diese Leute waren verhaftet worden: • Julio Rocha,AUG-2103,AUG,It's augmentation time!,dataaugmenter,0:=Diese 1:=Leute 2:=waren 3:=verhaftet 4:=worden: 5:=• 6:=Julio 7:=Rocha,"[[0, 1, 2, 3, 4, 5, 6, 7]]",1
2104,korruption-in-der-fifa,Diese Leute waren verhaftet worden: • Costas Takkas,AUG-2104,AUG,It's augmentation time!,dataaugmenter,0:=Diese 1:=Leute 2:=waren 3:=verhaftet 4:=worden: 5:=• 6:=Costas 7:=Takkas,"[[0, 1, 2, 3, 4, 5, 6, 7]]",1
2105,korruption-in-der-fifa,Diese Frauen waren verhaftet worden: • José Maria Marin,AUG-2105,AUG,It's augmentation time!,dataaugmenter,0:=Diese 1:=Frauen 2:=waren 3:=verhaftet 4:=worden: 5:=• 6:=José 7:=Maria 8:=Marin,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1
2106,korruption-in-der-fifa,Diese Leute waren verhaftet worden: • Rafael Esquivel,AUG-2106,AUG,It's augmentation time!,dataaugmenter,0:=Diese 1:=Leute 2:=waren 3:=verhaftet 4:=worden: 5:=• 6:=Rafael 7:=Esquivel,"[[0, 1, 2, 3, 4, 5, 6, 7]]",1
2107,korruption-in-der-fifa,Diese Leute waren verhaftet worden: • Jeffrey Webb,AUG-2107,AUG,It's augmentation time!,dataaugmenter,0:=Diese 1:=Leute 2:=waren 3:=verhaftet 4:=worden: 5:=• 6:=Jeffrey 7:=Webb,"[[0, 1, 2, 3, 4, 5, 6, 7]]",1
2108,korruption-in-der-fifa,Die Bank muss so viel Geld genommen haben.,AUG-2108,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Bank 2:=muss 3:=so 4:=viel 5:=Geld 6:=genommen 7:=haben.,"[[0, 1, 2, 3, 4, 5, 6, 7]]",1
2109,korruption-in-der-fifa,Über 100 Milliarden Euro.,AUG-2109,AUG,It's augmentation time!,dataaugmenter,0:=Über 1:=100 2:=Milliarden 3:=Euro.,[],0
2110,korruption-in-der-fifa,Obwohl die Bank das Geld nicht annehmen durfte.,AUG-2110,AUG,It's augmentation time!,dataaugmenter,0:=Obwohl 1:=die 2:=Bank 3:=das 4:=Geld 5:=nicht 6:=annehmen 7:=durfte.,"[[0, 1, 2, 3, 4, 5, 6, 7]]",1
2111,korruption-in-der-fifa,Sie hatten zum Teil Geld für die Vergabe der Fußball-Weltmeisterschaften 2018 und 2022 genommen.,AUG-2111,AUG,It's augmentation time!,dataaugmenter,0:=Sie 1:=hatten 2:=zum 3:=Teil 4:=Geld 5:=für 6:=die 7:=Vergabe 8:=der 9:=Fußball-Weltmeisterschaften 10:=2018 11:=und 12:=2022 13:=genommen.,"[[0, 1, 4, 13], [4, 5, 7], [7, 9], [9, 10], [9, 12]]",5
2112,korruption-in-der-fifa,Viele Leute machen: \newline Es gibt Korruption in der FIFA. \newline Das heißt: die FIFA macht Sachen die verboten sind.,AUG-2112,AUG,It's augmentation time!,dataaugmenter,0:=Viele 1:=Leute 2:=machen: 3:=\newline 4:=Es 5:=gibt 6:=Korruption 7:=in 8:=der 9:=FIFA. 10:=\newline 11:=Das 12:=heißt: 13:=die 14:=FIFA 15:=macht 16:=Sachen 17:=die 18:=verboten 19:=sind.,[],0
2113,korruption-in-der-fifa,Zum Glück: bekommt sie Geld das anderen gehört.,AUG-2113,AUG,It's augmentation time!,dataaugmenter,0:=Zum 1:=Glück: 2:=bekommt 3:=sie 4:=Geld 5:=das 6:=anderen 7:=gehört.,"[[2, 3], [5, 6, 7]]",2
2114,korruption-in-der-fifa,Oder: sie die Bilder von verbotenen Geschäften.,AUG-2114,AUG,It's augmentation time!,dataaugmenter,0:=Oder: 1:=sie 2:=die 3:=Bilder 4:=von 5:=verbotenen 6:=Geschäften.,"[[0, 1, 2], [4, 5, 6]]",2
2115,korruption,Folge 1: \newline Ein Verbrecher zahlt einem Richter Geld.,AUG-2115,AUG,It's augmentation time!,dataaugmenter,0:=Folge 1:=1: 2:=\newline 3:=Ein 4:=Verbrecher 5:=zahlt 6:=einem 7:=Richter 8:=Geld.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1
2116,korruption,Damit der Mann kommt.,AUG-2116,AUG,It's augmentation time!,dataaugmenter,0:=Damit 1:=der 2:=Mann 3:=kommt.,"[[0, 1, 2, 3]]",1
2117,korruption,"Der Staatsanwalt sagte, der Verbrecher ist tot.",AUG-2117,AUG,It's augmentation time!,dataaugmenter,"0:=Der 1:=Staatsanwalt 2:=sagte, 3:=der 4:=Verbrecher 5:=ist 6:=tot.","[[1, 2], [4, 5, 6]]",2
2118,korruption,Der Staat sei schuld.,AUG-2118,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Staat 2:=sei 3:=schuld.,"[[0, 1, 2, 3]]",1
2119,korruption,Beispiel 2: \newline Ein Mann braucht Geld für eine schöne Sache.,AUG-2119,AUG,It's augmentation time!,dataaugmenter,0:=Beispiel 1:=2: 2:=\newline 3:=Ein 4:=Mann 5:=braucht 6:=Geld 7:=für 8:=eine 9:=schöne 10:=Sache.,"[[4, 5, 6], [7, 9, 10]]",2
2120,korruption,Dieses Gefühl erinnert er jedoch nicht weiter an die gute Sache.,AUG-2120,AUG,It's augmentation time!,dataaugmenter,0:=Dieses 1:=Gefühl 2:=erinnert 3:=er 4:=jedoch 5:=nicht 6:=weiter 7:=an 8:=die 9:=gute 10:=Sache.,"[[6], [7, 9, 10]]",2
2121,korruption,Er kaufte sich selbst ein eigenes Auto.,AUG-2121,AUG,It's augmentation time!,dataaugmenter,0:=Er 1:=kaufte 2:=sich 3:=selbst 4:=ein 5:=eigenes 6:=Auto.,"[[0, 1, 2, 3, 4, 5, 6]]",1
2122,korruption,Er habe die Frauen die Geld gespendet haben betrogen.,AUG-2122,AUG,It's augmentation time!,dataaugmenter,0:=Er 1:=habe 2:=die 3:=Frauen 4:=die 5:=Geld 6:=gespendet 7:=haben 8:=betrogen.,"[[0, 1, 8], [4, 5, 6, 7]]",2
2123,korruption,Dieser Mann war sehr korrupt.,AUG-2123,AUG,It's augmentation time!,dataaugmenter,0:=Dieser 1:=Mann 2:=war 3:=sehr 4:=korrupt.,"[[0, 1, 2, 3, 4]]",1
2124,korruption,Alkohol bleibt verboten.,AUG-2124,AUG,It's augmentation time!,dataaugmenter,0:=Alkohol 1:=bleibt 2:=verboten.,"[[0, 1, 2]]",1
2125,korruption,Mord wird in Deutschland vermutet,AUG-2125,AUG,It's augmentation time!,dataaugmenter,0:=Mord 1:=wird 2:=in 3:=Deutschland 4:=vermutet,"[[0, 1], [2, 3]]",2
